nomor_pendaftaran,nama_produk,jenis_anomali,teks,keterangan
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,),Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,kurung-bukan-dosis,Fogging,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,24 ml/ha,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,),Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,kurung-bukan-dosis,Fogging,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,16 ml/ha,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,),Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,18 ml/ha dan,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,Pengasapan (Thermal Fogging) :,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,18 ml/ha,Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,baris-bukan-nama-ilmiah,),Baris ke-5 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093533,DHARMACLEN 25 EC,kurung-bukan-dosis,ULV,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
01030120124524,TEMECO 865 SL,baris-bukan-nama-ilmiah,Peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120124524,TEMECO 865 SL,baris-bukan-nama-ilmiah,Sisa gulma dan jerami tidak boleh dibakar,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
042021994,"2,4-D 98 TC",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018617,KATHON™ LX-150 Biocide,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241330,CHLORPYRIFOS 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221111,Innosei ® HT,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025601,DIAFURAN 10 GR,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120259242,MAXTOP 138 SL,dosis-bentrok,"kolom=""2.5 - 3.5 l/ha"" kurung=""2,25 - 3,5 l/ha""","Komoditas ""Budidaya kopi (TBM)"", OPT ""Synedrella nodiflora"". Kolom yang dipakai."
0420231166,PREVENTOL BIT 20 N,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01040120248385,GIBGRO 10 CS,baris-bukan-nama-ilmiah,rendemen beras),Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120248385,GIBGRO 10 CS,kurung-bukan-dosis,tinggi tanaman,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
042020839,KLOROTALONIL 98 TC,kadar-kolom-bukan-angka,izin tetap ulang bahan teknis,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420231133,Hexaconazole 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120227581,SHOTPLUS 50/200 EC,dosis-bentrok,"kolom=""0.75 - 1 l/ha"" kurung=""0,75 - 1,5 l/ha""","Komoditas ""Budidaya padi sawah tapin"", OPT ""Pistia stratiotes"". Kolom yang dipakai."
01030120227581,SHOTPLUS 50/200 EC,dosis-bentrok,"kolom=""0.75 - 1 l/ha"" kurung=""0,75 - 1,5 l/ha""","Komoditas ""Budidaya padi sawah tapin"", OPT ""Fimbristylis miliacea"". Kolom yang dipakai."
042008224,PARAKUAT DIKLORIDA 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221072,SIMOKSANIL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120238159,META-NOVA 560/14 EC,dosis-bentrok,"kolom=""1.5 - 2.5 l/ha"" kurung=""1,5 - 3 l/ha""","Komoditas ""Budidaya padi sawah"", OPT ""Cyperus diformis"". Kolom yang dipakai."
0420251471,INTACE B-350,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261486,METHOMYL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
03050120103869,EKSAKEONG 45 WP,kadar-kolom-bukan-angka,1 kg/ha (tenggang waktu penebaran 35 hari),"satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
0420261480,DEET 99 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221052,IMIDAKLOPRID 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120052234,VICENTE 865 SL,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120052234,VICENTE 865 SL,baris-bukan-nama-ilmiah,Sisa gulma dan jerami,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120052234,VICENTE 865 SL,baris-bukan-nama-ilmiah,tidak boleh dibakar,Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
0420221112,Innosei® IMU,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231230,Glufosinate-ammonium 50 TK,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042021948,FLUOPYRAM 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042008223,IPA GLIFOSAT 62 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024553,Coopex 1 DP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231244,ABAMECTIN 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251463,PYRACLOSTROBIN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020887,IMIDACLOPRID 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251410,CHLORANTRANILIPROLE 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251466,ACTICIDE MKI 2,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018610,BIOBAN™ P-1487 Antimicrobial Agent,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251472,METASOL TK-25 AD,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231224,CYPERMETHRIN 92 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042016370,METIL METSULFURON 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241371,Microcare ITL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221086,Proxel 108,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01120120248664,"MOUSAKIL 0,075 RB",kadar-kolom-bukan-angka,Pengumpanan,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420241267,AMMONIUM GLUFOSINATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06090120227548,K-OTHRINE POLYZONE 62.5 SC,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120227548,K-OTHRINE POLYZONE 62.5 SC,baris-bukan-nama-ilmiah,"Tidak boleh digunakan oleh perorangan, hanya digunakan oleh petugas Dinas Kesehatan/ pest control",Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120227548,K-OTHRINE POLYZONE 62.5 SC,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120227548,K-OTHRINE POLYZONE 62.5 SC,baris-bukan-nama-ilmiah,"Tidak boleh digunakan oleh perorangan, hanya digunakan oleh petugas Dinas Kesehatan/ pest control",Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120134661,ATRANEX 90 WG,dosis-bentrok,"kolom=""0.75 - 1.55 kg/ha"" kurung=""0,75 - 1,5 kg/ha""","Komoditas ""Jagung"", OPT ""Spigelia anthelmia"". Kolom yang dipakai."
0420231238,Innosei ® PSB,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251390,IR3535,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221082,Proxel CMC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221044,AMONIUM GLUFOSINAT 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120114123,PASMATOON 865 SL,baris-bukan-nama-ilmiah,Kalimat peringatan: Sisa gulma dan jerami tidak boleh dibakar,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
0420231121,Azoxystrobin 98% TC.,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261479,CYCLOBUNOFEN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221027,PACLOBUTRAZOL 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024572,EXIREL 100 SE,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241361,GLYPHOSATE 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231154,ACTICIDE MKX,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221047,CLETHODIM 37 TK,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251409,ROCIMA 344 MICROBICIDE,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251384,TOPRAMEZON 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042007220,GLIFOSAT 95 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420231122,BETA CYFLUTHRIN 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241329,CHLORPYRIFOS 94 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241295,"2,4-D 97 TC",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01040120237938,Supergib 10 TB,baris-bukan-nama-ilmiah,"dan bobot hasil (2,5 g/ha pada 30 & 40 HST)",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120186137,OLYSET PLUS 2 LN,kadar-kolom-bukan-angka,sampai dengan 20 x pencucian,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06090120186137,OLYSET PLUS 2 LN,kadar-kolom-bukan-angka,sampai dengan 20 x pencucian,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420251396,GLUFOSINATE AMMONIUM 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221071,PARAQUAT DICHLORIDE 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251454,DIMEFLUTHRIN 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231205,TRICLOPYR BUTOXY ETHYL ESTER 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251436,BIOX AM492,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06080120165524,NOMOS 0.05MC,kadar-kolom-bukan-angka,dosis siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120165524,NOMOS 0.05MC,kadar-kolom-bukan-angka,dosis siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042020886,GLYPHOSATE ACID 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221042,ABAMEKTIN 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042019791,KLORPIRIFOS 98 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042018530,FIPRONIL 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020840,MESOTRIONE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032017401,T823 P. Barrier,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231258,PARAQUAT DICHLORIDE 42 % TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241368,ACTICIDE ZPD 1,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018626,ROCIMA™ 350 Biocide,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251412,FLONICAMID 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025619,MUKADE FUNZAI,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042019784,DELTAMETRIN 98 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420231128,Difenoconazole 96% TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06090120206767,PESGUARD FG 160 EC,baris-bukan-nama-ilmiah,Kalimat peringatan :,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120206767,PESGUARD FG 160 EC,baris-bukan-nama-ilmiah,Tidak boleh digunakan oleh,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120206767,PESGUARD FG 160 EC,baris-bukan-nama-ilmiah,"perorangan, hanya digunakan",Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120206767,PESGUARD FG 160 EC,baris-bukan-nama-ilmiah,oleh petugas Dinas Kesehatan/,Baris ke-5 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120206767,PESGUARD FG 160 EC,baris-bukan-nama-ilmiah,Pest control,Baris ke-6 pada latinHamaKomoditas; tidak dijadikan OPT.
042021918,GLYPHOSATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251429,ACTICIDE IPA 20,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06080120227314,HIT EXPERT 0.11 FU,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120227314,HIT EXPERT 0.11 FU,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042018644,CHLORPYRIFOS 97 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032025602,EXON 250/7.5 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032016386,MATADOR 25 CS,kadar-kolom-bukan-angka,Didaftarkan untuk keperluan Ekspor,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
01040120227619,BIGASTTOP 40 EC,baris-bukan-nama-ilmiah,"per tanaman, panjang dan diameter tongkol,",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120227619,BIGASTTOP 40 EC,baris-bukan-nama-ilmiah,bobot tongkol berkelobot dan tanpa kelobot,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120227619,BIGASTTOP 40 EC,baris-bukan-nama-ilmiah,1 ml/l air/aplikasi,Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120227619,BIGASTTOP 40 EC,baris-bukan-nama-ilmiah,(20 dan 40 HST),Baris ke-5 pada latinHamaKomoditas; tidak dijadikan OPT.
032025597,SULEXIN 500 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042021920,KARBENDAZIM 98 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420231192,NIKOSULFURON 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042019732,CHLORPYRIFOS 97 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420231213,"2,4-D 98 TC",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261483,FLUFENAUXIRIM-METOTYL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01120120259202,FLOKA 0.005 RB,kadar-kolom-bukan-angka,umpan siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
01120120259202,FLOKA 0.005 RB,kadar-kolom-bukan-angka,umpan siap pakai,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042014315,"BRODIFACOUM 0,29 TC",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221068,NATRIUM ORTO-NITROFENOL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251453,CYPERMETHRIN 92 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025613,CARBORON 3 GR,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
04199245,Glyphosate IPA 62 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""g/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420231167,PROXEL BD20,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261525,THIAMETHOXAM 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018519,CYPERMETHRIN 93 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
