merk_dagang,nomor_pendaftaran,pemegang_pendaftaran,jenis_pupuk,bentuk_formula,tipe_permohonan,tgl_terbit,tgl_berakhir,jumlah_perubahan,product_id,perusahaan_id
BANANAS,01.01.2023.2198,MAKMUR JAYA ABADI,Super Fosfat (SP-36) {Ca(H2PO4),Butiran (Granular),Pendaftaran Baru,2023-10-17,2028-10-17,0,f2443ad7-28fc-45e6-ad13-440a3c493042,3518ffed-6ef8-4b82-b630-b59270aca7fd
Agrina 99,02.03.2024.335,AGRIBISNIS TECHNOLOGY INDONESIA,Pupuk Organik,Tepung (Powder),Pendaftaran Baru,2023-08-11,2028-08-11,0,f25153b6-75d7-4ce5-822e-becadcd8d500,b887ba9d-32de-4623-909d-b31692d1490c
MULTIGREEN,01.01.2025.436,WASTEK AGRO INDONESIA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2025-05-06,2030-05-06,0,f25419f6-448c-4c3f-8d08-dfce5e24b3d1,69d978e9-a956-48b8-a888-79b1d9f478d0
BOOSTER - K 260,01.02.2026.284,PANEN AGRO NIAGA,"Pupuk Hara Makro Majemuk
",Cair (Liquid),Pendaftaran Baru,2026-04-15,2031-04-15,0,f2727956-8dfd-4f5d-97ac-6c7c1dd3225b,c961e291-fa18-4733-9153-2cd2951468fe
CAP KUDA SAKTI,01.01.2024.50,SANTANI SEJAHTERA,Super Fosfat (SP-36) {Ca(H2PO4),Butiran (Granular),Pendaftaran Baru,2023-12-22,2028-12-22,0,f2902ee1-2959-426b-a1b1-82ad399e564e,32a43c35-1ca5-4049-9b9a-d322ab71b496
SV7,02.02.2024.325,BERNIAGA SINERGI NUSANTARA,Pupuk Organik,Cair (Liquid),Pendaftaran Baru,2024-06-13,2029-06-13,0,f299e3b2-3337-4097-88fc-f8a64fc665c6,59b91d68-e306-4f59-b68c-2379ac3d96cc
Swallow Brand,01.03.2021.821,BELIRANG KALISARI,,Tepung (Powder),Pendaftaran Ulang Ganjil,2021-08-16,2026-08-16,0,f29e3e88-f605-44df-96ad-2fc312767340,d3fc9f5e-e509-40ac-9844-36343cfea130
BGA 36,01.01.2025.467,BUMI GEMILANG ARTHA,Super Fosfat (SP-36) {Ca(H2PO4),Butiran (Granular),Pendaftaran Baru,2025-05-15,2030-05-15,0,f2a26799-17a6-4bf7-a59e-c2ac071bc360,d910a7d3-c465-4b86-82c1-6209412754ab
PuraGro,02.01.2023.944,BERDI ORGANIK INTERNASIONAL,Pupuk Organik,Butiran (Granular),Pendaftaran Baru,2023-06-16,2028-06-16,1,f2ca2a8f-0653-48cb-95b0-28ce78124fdc,8bced335-c005-40fc-afbd-7148c8c8cc6e
EVAPROS,02.02.2026.87,PROSPER BIOTECH INDONESIA,Pupuk Organik,Cair (Liquid),Pendaftaran Baru,2026-01-30,2031-01-30,0,f2cb6cbd-029a-471c-a47b-400b9dc84229,5f448450-391f-4c47-bff6-f10067a1ee57
RUBY BOOSTER,01.01.2023.2129,GOLDEN PLANTER INDONESIA,,Butiran (Granular),Pendaftaran Baru,2023-07-27,2028-07-27,0,f2ceb99b-1d8f-4ca6-b27a-4fe1f7342fcb,1cfbd148-1a36-40e4-90b4-75e046f05b10
MerokeFOSFAT,01.01.2025.619,MEROKE TETAP JAYA,"Pupuk Hara Makro Majemuk
",Butiran (Granular),Pendaftaran Ulang Ganjil,2025-07-16,2030-07-16,0,f2e2f023-4600-42ef-80cf-1ef267b8c76c,a5a2f54e-db06-45ca-acd3-bf7db4701956
BEREA,02.01.2023.1048,INTI TANI NIAGA,Pupuk Organik,Butiran (Granular),Pendaftaran Ulang Genap,2023-03-20,2028-03-20,0,f2f63211-ca35-4ac1-8b4c-1f7b4017673f,a4e30aae-5be4-4e20-83b7-40fff456ca95
MASARO PUPUK ORGANIK CAIR,02.02.2022.751,MASARO SENTRA MAKMUR,Pupuk Organik,Cair (Liquid),Pendaftaran Baru,2022-08-02,2027-08-02,0,f3160c0e-8005-4eed-bf83-42cca7f028ce,e9ac2cea-5180-4449-9aea-34a54be764dc
YaraVita CropBoost,01.02.2025.713,YARA INDONESIA,,Cair (Liquid),Pendaftaran Baru,2025-08-26,2030-08-26,0,f32511a3-2c6a-4063-bdce-d9361d2c7c63,72858262-579f-4e19-adb4-b0c0da229c71
NAGAMERAH,01.03.2025.63,TAZAR GUNA MANDIRI,Pupuk Fosfat Alam Untuk Pertanian,Tepung (Powder),Pendaftaran Baru,2024-12-30,2029-12-30,0,f33bb067-2204-4f93-beb1-1a4a8c6cc3f7,5176bc96-9f72-4334-927d-154db036ea67
BIO MIKROSEL,02.01.2025.49,TUAH INDATU,Pupuk Organik,Butiran (Granular),Pendaftaran Baru,2025-01-08,2030-01-08,0,f33d82fa-9c90-40f0-a889-5d68e847c827,92d5d499-6525-4177-b812-063740e45b60
KELOPAK DUNIA,01.01.2018.130,GEMAH RIPAH LOH JINAWI INDUSTRI,Pupuk Fosfat Alam Untuk Pertanian,Butiran (Granular),Pendaftaran Ulang Ganjil,2023-01-04,2028-01-04,0,f33d84c7-f439-4b19-a3d5-3592ca7459d6,8c3366cf-4ef4-4e31-a5ef-141209ba9363
Bakoh,01.02.2024.117,BANGKIT TANI NUSANTARA,,Cair (Liquid),Pendaftaran Baru,2024-01-08,2029-01-08,0,f346a894-3e9e-4280-8025-5b4b3cf72e76,93e9be7e-e31f-4b20-86a5-0108ff544aee
TERRACOTE,01.01.2026.543,AGROCHEM MEGA GLOBALINDO,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2026-07-14,2031-07-14,0,f34e7af8-f535-4e82-8935-25e3f1604e55,554b154a-5d7f-42dc-b83f-211885f22666
Berkah Agro Tani BSJ,03.03.2025.37,INDONESIA GREEN INNOVATION,Hayati Majemuk,Tepung (Powder),Pendaftaran Baru,2025-01-08,2030-01-08,0,f35e4ae4-7c35-417e-b991-41bab0f14857,6b4e66d1-3179-4e5b-ac0e-4830366e1e21
Mahkota Fertilizer,01.01.2023.2154,SENTANA ADIDAYA PRATAMA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2023-04-15,2028-04-15,0,f361b9b6-7460-4bb5-a958-96bbfc9c0549,36c5c4f2-e215-4d04-9948-8926fb16c0a5
P11,02.01.2026.247,PILAR LIMA,Pupuk Organik,Butiran (Granular),Pendaftaran Baru,2026-04-28,2031-04-28,0,f379203b-0f55-4a2d-9ce4-0c2007a51be6,a3a23a77-20fd-45d8-846e-d3f5ad30b7ed
GFERT,01.01.2026.125,PT. Gemilang Eka Dharma,Pupuk Triple Super Fosfat (TSP) {3Ca(H2PO4)2},Butiran (Granular),Pendaftaran Ulang Ganjil,2025-10-11,2030-10-11,0,f37dc745-628a-4350-9a3a-bb0cd8c08418,1fd3f6c3-e418-4bc1-8aa4-71d77c90198c
BALAKACIDA,03.02.2025.529,LENTERA WIJAYA,Hayati Majemuk,Cair (Liquid),Pendaftaran Baru,2025-11-26,2030-11-26,0,f388d79d-0b3b-4b6b-b12a-64c23b79801e,8d785279-3f19-49b1-a376-080a3775abc5
Andalanku,04.03.2021.569,GUNUNG BERKAT SEJAHTERA,Dolomit,Tepung (Powder),Pendaftaran Baru,2021-10-26,2026-10-26,0,f38d9e9b-86ea-4bdd-adfa-093f29b7c72f,0ea24621-9574-4148-b226-86bccba10aa4
MANISKALI,01.03.2025.339,CARLINDO SERASI ABADI,,Tepung (Powder),Pendaftaran Baru,2025-03-28,2030-03-28,0,f38f0810-5e6c-40df-9072-1f1cc55a5a2e,1211d7a9-a798-422a-ab3d-f3cd12c6d19c
BAYFOLAN,01.02.2024.624,BAYER INDONESIA,"Pupuk Hara Makro Majemuk
",Cair (Liquid),Pendaftaran Ulang Ganjil,2024-06-11,2029-06-11,0,f392fb4b-8b0b-4323-b849-f4634fd05626,dacde6cb-eeab-4fc5-9e4a-71374c47702e
GoldenMicro,01.02.2024.1246,GOLDEN FARM INDONESIA,"Pupuk Hara Makro Majemuk
",Cair (Liquid),Pendaftaran Baru,2024-11-20,2029-11-20,0,f3a0b33c-7207-4d88-8882-5191eac9db3c,ba1def7b-97b9-4209-82f2-9bf8ec47ecd4
POTENSOIL ,04.03.2025.329,ASIA GALA KIMIA,Senyawa Humat,Tepung (Powder),Pendaftaran Baru,2025-07-16,2030-07-16,0,f3a0c158-f46f-47c3-9b86-b137d8461db3,685b7c04-1ad4-4862-9393-9ce388eefc7a
TOPSIL,01.03.2026.65,DYRIZ INDONESIA,Pupuk Hara Mikro Majemuk,Tepung (Powder),Pendaftaran Baru,2026-01-02,2031-01-02,0,f3a274bc-359e-4ec8-9f73-4c548ae16609,9d4b763a-1116-4226-8f32-a3a738d146da
URALCHEM,01.08.2025.659,MULTI HARA AGRO,Pupuk Kalium Klorida (KCl),Bentuk Lainnya,Pendaftaran Baru,2025-08-04,2030-08-04,0,f3a39aad-35e7-46d9-a66e-44876ea315f8,09a40dcf-4ae1-4207-9dc1-3daf0df4220c
LAKALAKA,03.02.2024.11,PONDOK PESANTREN ASSALAFIE,Hayati Majemuk,Cair (Liquid),Pendaftaran Baru,2023-11-23,2028-11-23,0,f3a53866-29d6-45b8-9ece-c54fd716a1e7,c5c08ed3-58d6-4c1c-9b16-db7336ab75de
Bintang tani,01.01.2021.557,PUPUT TANI MANDIRI,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2021-02-09,2026-02-09,1,f3ad39df-f397-4232-9b83-badbc8b8541c,912fad15-eef9-4303-9ad3-5336e0fd468b
DGW,01.01.2024.423,FERTILIZER INTI TECHNOLOGY,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2024-05-02,2029-05-02,0,f3b468c1-3f1b-4f66-80fb-34b7474781f9,9fe2f917-990c-4ad0-8a64-5e8dec6358ef
RealStrong,01.07.2025.935,ALL COSMOS BIOTEK,Pupuk Hara Makro Majemuk,Pelet,Pendaftaran Baru,2025-11-11,2030-11-11,0,f3d9a2fa-da75-4f1d-b437-8fda3abb929a,471260b2-8898-40d1-bd32-a6fe01c3a6a2
BOKASHI KOTAKU,02.03.2024.177,SONGGOLANGIT PERSADA,Pupuk Organik,Tepung (Powder),Pendaftaran Ulang Ganjil,2024-05-03,2029-05-03,0,f3db8da6-9bab-412d-91fc-8acbfbcd3116,56af0eab-4ff1-4028-85e0-a1683346b571
SABANG,01.01.2025.343,SABANG MAKMUR SENTOSA,Pupuk Triple Super Fosfat (TSP) {3Ca(H2PO4)2},Butiran (Granular),Pendaftaran Baru,2025-03-28,2030-03-28,0,f3e06333-d075-4a9d-b629-3115106375e6,8cfd7314-c1aa-4f85-9ae9-5414ecf8ba71
HOLLAND PAK TANI,01.01.2020.537,SAPROTAN UTAMA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2020-04-17,2025-04-17,0,f3e76379-9b11-4484-b9ad-ecd2cc3f804d,32a5fc08-615e-4849-9010-dfc08eaec4e8
HARIMAU ROKAN,02.01.2022.1295,CENTRAL INDO PRIMA GROUP,Pupuk Organik,Butiran (Granular),Pendaftaran Baru,2022-12-30,2027-12-30,0,f3e85881-80ee-4f9f-bf64-702835dcaf9c,ca27fdf4-8738-4bb5-93db-ae471534b1b8
SIDO PANEN,02.02.2026.336,PT. Sido Muncul Pupuk Nusantara,Pupuk Organik,Cair (Liquid),Pendaftaran Ulang Ganjil,2026-05-19,2031-05-19,0,f3f5d35b-da6c-4f58-86b5-15ae980c0cfa,17fb60dc-1785-48e2-a3d3-d48efd3da6e6
GUBERA,04.03.2024.515,GUANO BERKAH SEJAHTERA,Dolomit,Tepung (Powder),Pendaftaran Baru,2024-09-20,2029-09-20,0,f3f88d0b-7b90-48ac-9b90-b9442534496b,7aca9f7c-d4b7-441c-9149-40735a19ce72
MENYAN MADU,02.02.2021.621,ALISHAN NUSA INDAH,Pupuk Organik,Cair (Liquid),Pendaftaran Baru,2021-12-30,2026-12-30,0,f3ff0f8e-1912-4a4e-9c59-98b53e80122e,3655f2a1-5eba-4850-9041-87d34e4864ea
POKTANI,04.03.2026.180,TIGA UNGGUL SEJAHTERA,Zeolit,Tepung (Powder),Pendaftaran Baru,2026-02-07,2031-02-07,0,f405470a-549b-4cef-8f95-8ce194cce4b6,46606c50-70c4-4d35-91ca-50a9134e0bf2
Power Mikro,01.03.2024.1141,DHARMA AYU TANI,,Tepung (Powder),Pendaftaran Baru,2024-10-01,2029-10-01,0,f40674ac-a241-492e-8975-f85ad8e26995,aa2bb24e-cbe8-47b9-a001-0ca9341ab847
Kancil Emas,01.01.2024.969,PT. SANLEX MALINDO,Pupuk Amonium Klorida (NH4Cl),Butiran (Granular),Pendaftaran Baru,2024-07-22,2029-07-22,0,f406cad6-dd27-40b2-8cd6-071611fa6b0f,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
REALSTRONG,01.03.2024.245,ALL COSMOS INDONESIA,,Tepung (Powder),Pendaftaran Baru,2024-01-23,2029-01-23,0,f4121c84-0354-44be-ba2b-ffa22dfe4d76,252c2e3a-99ed-40b3-afb4-68c0b568c857
INTERFLOR,01.01.2022.1326,PT. KUSUMA DIPA NUGRAHA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2022-09-05,2027-09-05,1,f414a2ad-4e10-4725-b203-1a876f5cdaca,c681c9b3-7856-46b0-9bc8-bb8ee19c17f5
MOKAP plus,01.02.2026.515,CV PLANET AGRONUSA,Pupuk Hara Makro-Mikro Campuran,Cair (Liquid),Pendaftaran Ulang Ganjil,2026-06-26,2031-06-26,0,f42ea15b-7181-4cfb-b9e7-25e3553ffa08,4dc34f63-4134-44c3-a609-632efbe96d46
PUPUK NPK CAP KEPALA AYAM,01.01.2025.609,PT. SANLEX MALINDO,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2025-07-07,2030-07-07,0,f43b6c49-5cfa-4e99-88ee-11b91ea931c5,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
PHONSKA PUPUK INDONESIA HOLDING COMPANY,01.01.2023.1257,Perusahaan Perseroan (Persero) PT. Pupuk Indonesia,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Genap,2023-04-28,2028-04-28,1,f43db8c5-4561-4668-a38b-4c877d2de263,4a4f695d-430d-417f-83d1-4895100ae731
Regge,,MANO AGRI NUSANTARA,"Pupuk Hara Makro Majemuk
",Tepung (Powder),Pendaftaran Baru,2023-01-09,2028-01-09,0,f44082c0-4da0-4e77-8dd2-445d714a543a,75eefeb1-b87e-45ce-9469-447550838764
ABG MAXI,04.03.2024.133,GATEWAY INTERNUSA,Organik,Tepung (Powder),Pendaftaran Ulang Ganjil,2024-04-01,2029-04-01,0,f4417735-9240-442c-a7bb-a2bac33af922,45dc1736-8c5d-42ca-95e1-9f6fa14ffdac
AMINOTRI ,02.02.2025.80,MAJU MAKMUR UTOMO,Pupuk Organik,Cair (Liquid),Pendaftaran Ulang Ganjil,2024-08-07,2029-08-07,0,f446518c-5379-4d5f-9d4e-efacf44c43f3,8ecd40c8-d272-453f-9337-1958de3d86f7
Biosilac,01.02.2021.887,Koperasi Puspa Kencana,,Cair (Liquid),Pendaftaran Baru,2021-09-28,2026-09-28,0,f44a94e2-78b4-4f89-b885-870ed165f345,bb78e0c5-8560-4af6-bb29-c408df40ef53
MANISKALI,01.01.2023.2387,CARLINDO SERASI ABADI,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2023-11-27,2028-11-27,0,f44c8275-c21a-4806-b2e2-1eddc1210ea0,1211d7a9-a798-422a-ab3d-f3cd12c6d19c
YaraMila POWER,01.01.2025.591,YARA INDONESIA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2025-07-07,2030-07-07,0,f473c57c-8d7a-48f3-8d73-091caec12b2b,72858262-579f-4e19-adb4-b0c0da229c71
Bio Mikro 9,02.02.2021.461,CIPTA SARANA INDOTANI,Pupuk Organik,Cair (Liquid),Pendaftaran Baru,2021-07-07,2026-07-07,0,f48fe387-eb54-4b5f-afb6-fb7b01f370fd,48fdf787-45c4-4aa1-b0d6-0cf257535c31
FORMITRA,01.01.2023.1378,FORMITRA MULTI PRAKARSA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2023-05-19,2028-05-19,0,f490bd63-4b8b-40c5-976f-22fda3bbb992,42288d58-ac7c-4cce-8a76-86664ebdf90c
MULIAGROW,03.02.2024.204,MULIA AGRO HAYATI,Hayati Majemuk,Cair (Liquid),Pendaftaran Baru,2024-04-05,2029-04-05,0,f4977c72-35af-4407-afba-da804a48ae5e,bbb0fc72-8b6d-491b-a1af-16efcd61843a
Pupuk Indonesia Holding Company Phonska Plus,01.01.2023.2313,Perusahaan Perseroan (Persero) PT. Pupuk Indonesia,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2023-10-30,2028-10-30,0,f49782fd-f2d8-4a44-a115-9e66d172855d,4a4f695d-430d-417f-83d1-4895100ae731
HUMATRIX,04.03.2026.225,MITRA TANI ABADI,Pembenah Tanah Senyawa Humat,Tepung (Powder),Pendaftaran Baru,2026-04-30,2031-04-30,0,f4a22d92-ce32-4f29-8051-b4226067905e,55d3b120-e759-496c-ac25-e190445775a9
BIGREEN,01.01.2024.139,SUBUR PERKASA NUSANTARA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2024-01-30,2029-01-30,0,f4b98782-fdef-4afe-8bf1-7ee06e54f65f,86112c00-4650-4fd4-91d2-20774fa8b0bd
ABABIL,01.08.2023.2234,AGRO NUSANTARA INDONESIA,Pupuk Amonium Sulfat (ZA) {NH4)2SO4},Bentuk Lainnya,Pendaftaran Baru,2023-10-30,2028-10-30,0,f4ba7cba-9ada-4a25-9ba0-c8da3e36029f,4ddd87c1-840b-42c1-a35c-06cf604061c1
XYMO BIOFERT,02.03.2025.69,UNITED ALACRITY INDONESIA,Pupuk Organik,Tepung (Powder),Pendaftaran Baru,2024-11-21,2029-11-21,0,f4d1b8d9-67e2-4c5e-aa22-188aae5242ce,eabe85e0-1715-4f80-85bf-4c68d2759678
Zupercals,01.03.2024.322,MITRA TANI INDONESIA,"Pupuk Hara Makro Majemuk
",Tepung (Powder),Pendaftaran Baru,2023-11-21,2028-11-21,0,f4d22759-bac6-400f-af40-b9d4b9750b1d,8e1bd7fb-7921-44a8-8cac-3ad36e17e42c
JADI MAS,01.01.2025.922,JADI MAS,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2025-11-11,2030-11-11,0,f4dd315b-94e5-4590-a234-17fe359fb3db,8d40f85b-a49e-476c-8ce1-16d33a89e289
Godhong Prima ,01.03.2024.959,BAROKAH PRIMA TANI,Pupuk Fosfat Alam Untuk Pertanian,Tepung (Powder),Pendaftaran Baru,2024-06-27,2029-06-27,0,f4eca5f7-a018-4edf-9fa3-2241fa799091,e37b03db-72cb-468e-b149-bbb2cbf976ec
FERTINDO,01.01.2025.173,ANUGERAH PUPUK LESTARI,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2025-02-08,2030-02-08,0,f4fbc306-1178-4c75-92f9-13ffeaf2d512,a800e216-70e6-46da-bfd0-ba425ecc775e
MaxTri-G,03.08.2024.162,DELIMA MANDALA SURYA,Hayati Majemuk,Bentuk Lainnya,Pendaftaran Baru,2024-04-15,2029-04-15,0,f5028883-e30d-4360-ba5e-23e7ae79c444,8dd0c404-0fa3-4530-935b-07f8ab94dec7
Mentari,01.03.2020.598,PERMATA AGRO PERSADA,Pupuk Fosfat Alam Untuk Pertanian,Tepung (Powder),Pendaftaran Baru,2020-07-06,2025-07-06,0,f517ce47-51a1-4645-b4a3-b1d649306d98,d6995698-8fd6-4d4e-81b6-f09a2d303f26
BANANAS,02.08.2022.367,MAKMUR JAYA ABADI,Pupuk Organik,Bentuk Lainnya,Pendaftaran Baru,2022-02-18,2027-02-18,0,f523578a-3395-453a-8dbf-c249cb7b902a,3518ffed-6ef8-4b82-b630-b59270aca7fd
JAGAD TANI,03.02.2021.481,PT. Soko Tani Sejagad,Hayati Majemuk,Cair (Liquid),Pendaftaran Baru,2021-07-28,2026-07-28,0,f536e127-5846-4fe6-aa66-d9320aeff403,01f2330a-b46d-4575-adb0-ed1d7ceab08c
BENASIL,01.02.2026.431,PRIMAGRO PRIMA INDONESIA,"Pupuk Hara Makro Majemuk
",Cair (Liquid),Pendaftaran Baru,2026-05-19,2031-05-19,0,f5471694-85e5-424c-bf48-34c6a5c6a17d,1ef656d0-eadf-4835-b029-e280a0930a90
PETAGREEN,02.03.2022.995,CV. AGRO MITRA SEJAHTERA,Pupuk Organik,Tepung (Powder),Pendaftaran Ulang Ganjil,2022-09-22,2027-09-22,0,f547961d-a21b-4473-89d5-451acb0159e1,0da41ce3-3620-4ec1-945b-8df6e8848003
ArthaHumat,04.03.2024.552,ARTHA PRIMA HUMATINDO,Senyawa Humat,Tepung (Powder),Pendaftaran Baru,2024-10-01,2029-10-01,0,f54ebcb0-d77e-4b99-934a-9b5afd3f015c,b59cc7bf-c872-4654-99a8-a56418f09065
LAO YING,01.01.2024.960,MEST INDONESIY,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2024-08-14,2029-08-14,0,f5597fd7-7d6e-48de-8c20-903f30c1cbc3,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
Sinar Matahari,01.03.2025.273,MOLINDO RAYA INDUSTRIAL,"Pupuk Hara Makro Majemuk
",Tepung (Powder),Pendaftaran Ulang Ganjil,2025-03-19,2030-03-19,0,f57567f8-14ca-454a-b367-b5c95aac2423,ab67c7fe-548a-4c2d-bd84-adbddc0745c5
FT,01.03.2020.659,PT. Asia Pupuk Guna Lestari,"Pupuk Hara Makro Majemuk
",Tepung (Powder),Pendaftaran Ulang Ganjil,2020-10-15,2025-10-15,0,f583fd3a-f58d-498f-9632-02c357e8dff8,37c98db4-a78c-45e7-9bc0-8099103a695f
Golden Summit,01.08.2025.331,GOLDEN SUMMIT JAYA,"Pupuk Hara Makro Majemuk
",Bentuk Lainnya,Pendaftaran Baru,2025-03-28,2030-03-28,0,f595858a-45eb-4492-a8a5-214f45ad93f3,ca936000-add1-4c44-8702-30f1e9d3558a
CAKRA PANDAWA,01.03.2025.447,FERTILIZER INTI TECHNOLOGY,,Tepung (Powder),Pendaftaran Baru,2025-05-21,2030-05-21,0,f5a8f7b1-5467-473a-844d-cd4150745e37,9fe2f917-990c-4ad0-8a64-5e8dec6358ef
EKOFOS,01.03.2025.606,ROLIMEX KIMIA NUSAMAS,Pupuk Fosfat Alam Untuk Pertanian,Tepung (Powder),Pendaftaran Baru,2025-07-16,2030-07-16,0,f5bc620f-47bd-4109-9158-b8b0bc6110d5,619f157d-3c34-4e2b-83be-9da23d69d8ec
LODRIN,02.02.2021.602,SCORLETS,Pupuk Organik,Cair (Liquid),Pendaftaran Ulang Ganjil,2021-12-17,2026-12-17,0,f5beaa59-69fb-4ea0-9759-2d203c5ff40e,1c2f17f4-d182-4def-921a-69da2b4722ad
TANUSA,01.01.2026.16,STANLEY AGRO NUSANTARA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2025-12-19,2030-12-19,0,f5c4fbe1-972f-4cf6-9fb5-d836c56ee23e,e7b8bc98-0b71-4313-b368-46ab6a2efe1f
ATHAgrow,01.01.2022.541,ANJARI ATHA TANAYA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2022-01-21,2027-01-21,0,f5c66536-65cd-4b22-ba20-b605fb12bfb9,4af1042b-a0d0-4eaf-80e3-bf52ea294f11
SOLUTUS,01.05.2023.723,BEHN MEYER AGRICARE,Pupuk Hara Makro Majemuk,Prill,Pendaftaran Baru,2023-02-16,2028-02-16,0,f5c90959-58ea-4b3f-a023-3cf1c88786cc,3d48529b-97aa-48d6-b6ad-cbfa089183bc
LOONGZOU,01.01.2025.516,SASCO INDONESIA,Pupuk Triple Super Fosfat (TSP) {3Ca(H2PO4)2},Butiran (Granular),Pendaftaran Baru,2025-06-15,2030-06-15,0,f5d9aab4-b8c2-4e98-9f48-e61de7eabc29,5f3559b5-945e-4d3a-9fe9-b4a089c200fa
GCC-MIX,02.03.2024.356,AJINOMOTO INDONESIA,Pupuk Organik,Tepung (Powder),Pendaftaran Baru,2024-07-11,2029-07-11,0,f5dc53ec-635e-413a-b8b6-557339d0a5f9,e8f40095-3ba8-457e-8f5c-81d2ce9bb4e7
Bio-s,01.02.2022.1269,CV MAKMUR ABADI,"Pupuk Hara Makro Majemuk
",Cair (Liquid),Pendaftaran Baru,2022-08-25,2027-08-25,0,f5e85163-d5fa-479e-b773-257108b1fd78,7b5dd001-ccf0-412e-bbf0-311f0954bd5f
KALIKOMPLIT+B,01.01.2026.381,SANTANI AGRO LESTARI,Pupuk Hara Makro-Mikro Campuran,Butiran (Granular),Pendaftaran Baru,2026-04-28,2031-04-28,0,f606d203-c838-4df0-9f57-d1cd49645072,0cffd1ce-eed4-4401-9f60-598310da10f3
ARTHAGANIK,02.08.2022.825,ARTHA BUANA,Pupuk Organik,Bentuk Lainnya,Pendaftaran Baru,2022-08-19,2027-08-19,0,f60f25e0-2e33-4784-92cd-fa0b06e05b62,50b6c32d-7fa8-40a9-9fd3-6b2e7100b76a
SABANG,01.01.2025.251,SABANG MAKMUR SENTOSA,Pupuk Amonium Sulfat (ZA) {NH4)2SO4},Butiran (Granular),Pendaftaran Baru,2025-03-05,2030-03-05,0,f614f006-815f-4e5e-b162-f7fc56ad55aa,8cfd7314-c1aa-4f85-9ae9-5414ecf8ba71
AZZA,01.08.2026.421,AZZA MULIA RAHMAN,Pupuk Amonium Sulfat (ZA) {NH4)2SO4},Bentuk Lainnya,Pendaftaran Baru,2026-04-23,2031-04-23,0,f61c34d1-9233-4275-915e-7453f6729686,749f1fc3-9928-4d36-8c72-dc2cb40e3cd0
PROPAGUL,03.03.2026.2,HAYATI FORTUNA INDONESIA,Hayati Tunggal,Tepung (Powder),Pendaftaran Baru,2025-12-09,2030-12-09,0,f62666a6-1640-449d-a5a0-c15b044e184e,813ef090-d4cc-475a-b05e-3c97abd85ef4
HUMAGNET,04.03.2026.80,AGRITAMA TUMBUH PERKASA,Senyawa Humat,Tepung (Powder),Pendaftaran Baru,2026-02-04,2031-02-04,0,f634924f-7569-4afe-bc1c-e5aa47c0f7c6,b4d6b686-3a9d-413b-98de-11f5e7816b70
Mega_Bio Tricho-Mix,03.02.2021.521,MEGA ORGANOFERTILISER,Hayati Tunggal,Cair (Liquid),Pendaftaran Baru,2021-09-07,2026-09-07,0,f636cd50-a0d6-4be6-abfd-02806eb449a3,45311c10-1cb7-42cd-8731-8674f368625d
BIRU-SLURRY ,02.08.2022.1297,PUPUK SUBURKAN NEGERI,Pupuk Organik,Bentuk Lainnya,Pendaftaran Baru,2022-12-30,2027-12-30,0,f63feeac-6313-40b8-a765-02eab4474634,03ba260a-2fb0-4a2b-aa6d-697b9e7dd028
LAO YING,01.08.2024.878,MEST INDONESIY,Pupuk Amonium Sulfat (ZA) {NH4)2SO4},Bentuk Lainnya,Pendaftaran Ulang Ganjil,2024-06-11,2029-06-11,0,f6401539-7bd9-4998-ac16-c93aea17731e,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
Mentari,01.01.2023.2391,ABADI AGROSINDO PERSADA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2023-12-02,2028-12-02,0,f6482135-a9b6-4057-bd14-9fcf48589414,84851bab-5b43-414f-99b4-37f27de9a348
