merk_dagang,nomor_pendaftaran,pemegang_pendaftaran,jenis_formula,bentuk_formula,warna_pupuk,jenis_permohonan,tanggal_terbit,tanggal_berakhir,id_perusahaan
BAYFOLAN ®,01.02.2020.015,PT. Bayer Indonesia,NPK cair,Cair,Hijau jernih,An-organik - Pendaftaran Baru (2018),2020,2025,dacde6cb-eeab-4fc5-9e4a-71374c47702e
SAFA,01.01.2020.146,PT SAFA AGROTEK INDONESIA,ZnCu,Butiran,Biru ke abu abuan,An-organik - Pendaftaran Baru (2018),2020,2025,88a64e70-d2f5-4738-9ccd-151a0b968e40
BIANGLALA,01.01.2020.013,PT Bumi Indo Raharja,NPK Padat (SNI),Butiran,"Campuran putih, merah, hitam, coklat (blending)",An-organik - Pendaftaran Baru (2018),2020,2025,931cce2c-95d5-4fc9-b377-4f8d27df795f
JUHAR,01.02.2020.010,CV. Ruthani Mandiri,An-Organik Cair NK Min 8%,Cair,Hijau Kecoklatan,An-organik - Pendaftaran Baru (2018),2020,2025,6e505fec-8df6-405d-84f7-aa7d6cf4c633
KANCIL EMAS,01.01.2020.016,PT. SANLEX MALINDO,NPK Padat (SNI),Butiran,"Putih, Pink",An-organik - Pendaftaran Baru (2018),2020,2025,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
Daun Sawit,01.01.2020.012,PT. Multi Mas Chemindo,NPK Padat (SNI),Butiran,Merahj muda,An-organik - Pendaftaran Baru (2018),2020,2025,fbdb0e81-027b-4762-b83e-25caf0314a73
Daun Sawit,01.01.2020.011,PT. Multi Mas Chemindo,NPK Padat (SNI),Butiran,Biru,An-organik - Pendaftaran Baru (2018),2020,2025,fbdb0e81-027b-4762-b83e-25caf0314a73
Daun Sawit,01.01.2020.009,PT. Multi Mas Chemindo,NPK Padat (SNI),Butiran,Merah Kecoklatan,An-organik - Pendaftaran Baru (2018),2020,2025,fbdb0e81-027b-4762-b83e-25caf0314a73
LOONGZOU,01.03.2020.052,PT. Sasco Indonesia,Mono Ammonium Phosphate,Tepung,Putih/Coklat,An-organik - Pendaftaran Baru (2018),2020,2025,5f3559b5-945e-4d3a-9fe9-b4a089c200fa
LOONGZOU,01.01.2020.050,PT. Sasco Indonesia,Ammonium chlorida,Butiran,Putih,An-organik - Pendaftaran Baru (2018),2020,2025,5f3559b5-945e-4d3a-9fe9-b4a089c200fa
FOLIUM,,CV. Javamas Agrophos,an-organik,Butiran,Putih,An-organik - Pendaftaran Ulang Ganjil,2020,2025,d11b4e0a-abe0-4596-b690-29afc25e93c7
Daun Sawit,01.01.2020.018,PT. Multi Mas Chemindo,NPK Padat (SNI),Butiran,Merah Kecoklatan,An-organik - Pendaftaran Baru (2018),2020,2025,fbdb0e81-027b-4762-b83e-25caf0314a73
Daun Sawit,01.01.2020.048,PT. Multi Mas Chemindo,NPK Padat (SNI),Butiran,Merah Kecoklatan,An-organik - Pendaftaran Baru (2018),2020,2025,fbdb0e81-027b-4762-b83e-25caf0314a73
Daun Sawit,01.01.2020.047,PT. Multi Mas Chemindo,NPK Padat (SNI),Butiran,Merah Kecoklatan,An-organik - Pendaftaran Baru (2018),2020,2025,fbdb0e81-027b-4762-b83e-25caf0314a73
Daun Sawit,01.01.2020.040,PT. Multi Mas Chemindo,NPK Padat (SNI),Butiran,Merah Kecoklatan,An-organik - Pendaftaran Baru (2018),2020,2025,fbdb0e81-027b-4762-b83e-25caf0314a73
FT,01.01.2020.028,PT. Asia Pupuk Guna Lestari,,Butiran,Merah/Organge Putih,An-organik - Pendaftaran Baru (2018),2020,2025,37c98db4-a78c-45e7-9bc0-8099103a695f
X-PANDER,,CV. DANA INDO AGRI,organik,Cair,Coklat Kehitaman,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Ganjil,2020,2025,8ad271b4-99ef-4b97-a689-2ae9e803e1e1
PROVIT ORANGE, 01.08.2017.213,PT.MEROKE TETAP JAYA,NPK Padat (SNI),Kristal,Putih Kekuningan,An-organik - Pendaftaran Baru (2018),2020,2025,a5a2f54e-db06-45ca-acd3-bf7db4701956
java ion+,01.01.2020.014,CV. Javamas Agrophos,NPK Padat (SNI),Butiran,Hitam,An-organik - Pendaftaran Baru (2018),2020,2025,d11b4e0a-abe0-4596-b690-29afc25e93c7
PROVIT HIJAU,01.08.2017.265,PT.MEROKE TETAP JAYA,NPK Padat (SNI),Kristal,Hijau,An-organik - Pendaftaran Baru (2018),2020,2025,a5a2f54e-db06-45ca-acd3-bf7db4701956
PROVIT MERAH,01.08.2017.201,PT.MEROKE TETAP JAYA,NPK Padat (SNI),Kristal,"Merah,  Merah Muda",An-organik - Pendaftaran Baru (2018),2020,2025,a5a2f54e-db06-45ca-acd3-bf7db4701956
BIANGLALA,01.01.2020.046,PT Bumi Indo Raharja,NPK Padat (SNI),Butiran,"Campuran putih, merah, hitam, coklat (blending)",An-organik - Pendaftaran Baru (2018),2020,2025,931cce2c-95d5-4fc9-b377-4f8d27df795f
FT,01.01.2020.029,PT. Asia Pupuk Guna Lestari,,Butiran,Merah/Organge Putih,An-organik - Pendaftaran Baru (2018),2020,2025,37c98db4-a78c-45e7-9bc0-8099103a695f
CAPING TANI PLUS,01.01.2020.045,CV. Rahma Jaya,NPK Padat (SNI),Butiran,"Biru, Merah",An-organik - Pendaftaran Baru (2018),2020,2025,540a9037-4a70-48e7-a6f2-9e3de10a3f72
FT,01.01.2020.027,PT. Asia Pupuk Guna Lestari,,Butiran,Merah/Organge Putih,An-organik - Pendaftaran Baru (2018),2020,2025,37c98db4-a78c-45e7-9bc0-8099103a695f
KARATE PLUS BORONI,01.01.2018.079,PT.MEROKE TETAP JAYA,Calsium nitrat,Butiran,Kuning,An-organik - Pendaftaran Baru (2018),2020,2025,a5a2f54e-db06-45ca-acd3-bf7db4701956
PAK TANI,01.08.2020.030,CV. SAPROTAN UTAMA,Amonium Sulfat (ZA) (SNI) ,Padat Kristal,Putih,An-organik - Pendaftaran Baru (2018),2020,2025,32a5fc08-615e-4849-9010-dfc08eaec4e8
FERTINDO,01.01.2020.044,PT. Anugerah Pupuk Lestari,NPK Padat (SNI),Butiran,Abu-abu,An-organik - Pendaftaran Baru (2018),2020,2025,a800e216-70e6-46da-bfd0-ba425ecc775e
BIO FOSFAT+++,01.01.2020.041,CV. Javamas Agrophos,Fosfat Alam untuk Pertanian (SNI),Butiran,Natural Coklat,An-organik - Pendaftaran Baru (2018),2020,2025,d11b4e0a-abe0-4596-b690-29afc25e93c7
PHONIKA,01.01.2020.043,PT ANUGERAH PUPUK MAKMUR,NPK Padat (SNI),Butiran,Abu-abu,An-organik - Pendaftaran Baru (2018),2020,2025,9472abfc-79f0-4c33-a116-a9b6a4defe5b
PETRO,,PT Petrokimia Gresik,an-organik,Kristal,Merah dan Putih,An-organik - Pendaftaran Ulang Ganjil,2020,2025,8259c7aa7427a3aafbc56ffd00cff00e3021
GARUDA MERAH Plus,,PT. Cahaya Inti Tunggal,organik,,,Organik/Hayati/Pembenah Tanah - Pengalihan Nomor Pendaftaran,2020,2025,e81bb712-3825-4271-a9d1-dd12e08064c3
KANCIL EMAS,01.08.2020.039,PT. SANLEX MALINDO,Amonium Sulfat (ZA) (SNI) ,Butiran Kristal,Putih Kekuningan,An-organik - Pendaftaran Baru (2018),2020,2025,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
KANCIL EMAS,01.01.2020.038,PT. SANLEX MALINDO,Triple Super Fosfat (TSP) (SNI),Butiran,"Putih, Abu-abu",An-organik - Pendaftaran Baru (2018),2020,2025,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
KANCIL EMAS,01.01.2020.037,PT. SANLEX MALINDO,NPK Padat (SNI),Butiran,Pink,An-organik - Pendaftaran Baru (2018),2020,2025,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
KANCIL EMAS,01.01.2020.056,PT. SANLEX MALINDO,NPK Padat (SNI),Butiran,Pink,An-organik - Pendaftaran Baru (2018),2020,2025,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
ZAMRUD,,CV. Varia Chemika,an-organik,,,An-organik - Pengalihan Nomor Pendaftaran,2020,2025,da47b98e-6770-49fb-b35d-bacab553369c
ZAMRUD,,CV. Varia Chemika,an-organik,,,An-organik - Pengalihan Nomor Pendaftaran,2020,2025,da47b98e-6770-49fb-b35d-bacab553369c
MACARENA,01.02.2020.054,PT. CATUR AGRODAYA MANDIRI,Makro Mikro Campuran,Cair,Coklat,An-organik - Pendaftaran Baru (2018),2020,2025,7e6a63e1-f1cd-49ae-baec-30120b2877f1
PRIMAVIT,01.01.2020.049,UD. PRIMAGRO,NPK Padat (SNI),Butiran,Biru,An-organik - Pendaftaran Baru (2018),2020,2025,baac0661-9be3-424a-bc02-ddb660bcb827
MerokeMIKRO,01.03.2016.054,PT.MEROKE TETAP JAYA,Mikro Tunggal,Tepung,Biru,An-organik - Pendaftaran Baru (2018),2020,2025,a5a2f54e-db06-45ca-acd3-bf7db4701956
MerokeMIKRO,01.03.2018.165,PT.MEROKE TETAP JAYA,Mikro Tunggal,Tepung,Merah Kehitaman,An-organik - Pendaftaran Baru (2018),2020,2025,a5a2f54e-db06-45ca-acd3-bf7db4701956
MerokeSOP,01.03.2018.077,PT.MEROKE TETAP JAYA,Kalium Sulfat,Tepung,Krem,An-organik - Pendaftaran Baru (2018),2020,2025,a5a2f54e-db06-45ca-acd3-bf7db4701956
maxgrow,01.05.2020.084,PT. Parama Agroindustri Danapati,Potassium Nitrat,Prill,Putih,An-organik - Pendaftaran Baru (2018),2020,2025,8e2f672b-5bfd-462c-be7b-b188c1930e15
KANCIL EMAS,01.01.2020.065,PT. SANLEX MALINDO,NPK Padat (SNI),Butiran,Coklat,An-organik - Pendaftaran Baru (2018),2020,2025,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
KANCIL EMAS,01.01.2020.064,PT. SANLEX MALINDO,NPK Padat (SNI),Butiran,Coklat,An-organik - Pendaftaran Baru (2018),2020,2025,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
KANCIL EMAS,01.01.2020.063,PT. SANLEX MALINDO,NPK Padat (SNI),Butiran,Coklat,An-organik - Pendaftaran Baru (2018),2020,2025,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
EKOFOS,01.03.2020.098,PT. Rolimex Kimia Nusamas,Fosfat Alam untuk Pertanian (SNI),Tepung,Coklat Tua,An-organik - Pendaftaran Baru (2018),2020,2025,619f157d-3c34-4e2b-83be-9da23d69d8ec
EKOFOS,01.03.2020.098,PT. Rolimex Kimia Nusamas,Fosfat Alam untuk Pertanian (SNI),Tepung,Coklat Tua,An-organik - Pendaftaran Baru (2018),2020,2025,619f157d-3c34-4e2b-83be-9da23d69d8ec
KEBOMAS,01.01.2020.069,PT Petrokimia Gresik,,Butiran,Kecoklatan,An-organik - Pendaftaran Baru (2018),2020,2025,8259c7aa7427a3aafbc56ffd00cff00e3021
BUNGA TULIP,01.01.2020.079,PT. FERTA INDONESIA PERSADA,Hara Makro dan Mikro Campuran,Butiran,Merah Keputihan/Merah Keabuan,An-organik - Pendaftaran Baru (2018),2020,2025,8e6adc29-176f-4aeb-bdca-56603eb7f8d9
SIDANIK,,PT. Petrosida Gresik,organik,,,Organik/Hayati/Pembenah Tanah - Pengalihan Nomor Pendaftaran,2020,2025,34351c87-ca0f-4674-a8ea-71289155b047
BELLRUSS,01.03.2020.097,PT. MULTI NIAGA NUSANTARA INDONESIA,Kalium Klorida (KCL) (SNI),Tepung,Merah,An-organik - Pendaftaran Baru (2018),2020,2025,2004b629430939f680b316dd09563d4d2182
BELLRUSS,01.03.2020.097,PT. MULTI NIAGA NUSANTARA INDONESIA,Kalium Klorida (KCL) (SNI),Tepung,Merah,An-organik - Pendaftaran Baru (2018),2020,2025,2004b629430939f680b316dd09563d4d2182
FERTIPHOS,01.01.2020.161,CV. SAPROTAN UTAMA,Fosfat Alam untuk Pertanian (SNI),Butiran,"Abu-abu, Hitam",An-organik - Pendaftaran Baru (2018),2020,2025,32a5fc08-615e-4849-9010-dfc08eaec4e8
PN PAK TANI,01.05.2020.121,CV. SAPROTAN UTAMA,Potassium Nitrat,Prill,Putih,An-organik - Pendaftaran Baru (2018),2020,2025,32a5fc08-615e-4849-9010-dfc08eaec4e8
BUNGA TULIP,01.01.2020.080,PT. FERTA INDONESIA PERSADA,Pupuk NK ,Butiran,Merah Keabuan,An-organik - Pendaftaran Baru (2018),2020,2025,8e6adc29-176f-4aeb-bdca-56603eb7f8d9
CIPMAPE,01.01.2020.100,PT. Cipta Makmur Pertiwi,Fosfat Alam untuk Pertanian (SNI),Butiran,"Abu-abu, Hitam, Merah, Kecoklatan",An-organik - Pendaftaran Baru (2018),2020,2025,3f95834b-f146-496b-b46a-f6bf85ce6e69
BUNGA TULIP,01.01.2020.081,PT. FERTA INDONESIA PERSADA,NPK Padat (SNI),Butiran,Hijau,An-organik - Pendaftaran Baru (2018),2020,2025,8e6adc29-176f-4aeb-bdca-56603eb7f8d9
PAK TANI,01.03.2020.152,CV. SAPROTAN UTAMA,Kalium Sulfat (ZK),Tepung,Putih,An-organik - Pendaftaran Baru (2018),2020,2025,32a5fc08-615e-4849-9010-dfc08eaec4e8
RexGrow,01.02.2020.124,PT. Nusa Mandiri Utama,"hara mikro cair Fe: 0,5%, Mn: 3%, Zn: 6%, B: 0,5%",Cair,coklat kemerahan,An-organik - Pendaftaran Baru (2018),2020,2025,6b1a7999-7515-4097-89f6-27a8069e8d46
RexGrow,01.02.2020.124,PT. Nusa Mandiri Utama,"hara mikro cair Fe: 0,5%, Mn: 3%, Zn: 6%, B: 0,5%",Cair,coklat kemerahan,An-organik - Pendaftaran Baru (2018),2020,2025,6b1a7999-7515-4097-89f6-27a8069e8d46
RexGrow,01.01.2020.125,PT. Nusa Mandiri Utama,Nitrogen Phosphate,Butiran,putih dan hijau,An-organik - Pendaftaran Baru (2018),2020,2025,6b1a7999-7515-4097-89f6-27a8069e8d46
RexGrow,01.01.2020.125,PT. Nusa Mandiri Utama,Nitrogen Phosphate,Butiran,putih dan hijau,An-organik - Pendaftaran Baru (2018),2020,2025,6b1a7999-7515-4097-89f6-27a8069e8d46
MerokeMIKRO,01.03.2016.053,PT.MEROKE TETAP JAYA,Mikro Tunggal,Tepung,Kuning,An-organik - Pendaftaran Baru (2018),2020,2025,a5a2f54e-db06-45ca-acd3-bf7db4701956
MerokeMOP,01.03.2018.254,PT.MEROKE TETAP JAYA,Kalium Klorida (KCL) (SNI),Tepung,"Merah Muda, Putih",An-organik - Pendaftaran Baru (2018),2020,2025,a5a2f54e-db06-45ca-acd3-bf7db4701956
ABABIL,01.01.2020.073,PT. Agro Nusantara Indonesia,Fosfat Alam untuk Pertanian (SNI),Butiran,"Coklat Kekuningan, Abu-abu",An-organik - Pendaftaran Baru (2018),2020,2025,bb37937f-0268-4c86-bfae-a7e67378958a
BAHARI,01.01.2020.072,CV. Jaya Tani,NPK Padat (SNI),Butiran,Merah,An-organik - Pendaftaran Baru (2018),2020,2025,032ec707fb856da16d592b81bfb82c3b8011
PAK TANI,01.01.2017.104,CV. SAPROTAN UTAMA,Amonium Sulfat (ZA) (SNI) ,Butiran,Putih,An-organik - Pendaftaran Baru (2018),2020,2025,32a5fc08-615e-4849-9010-dfc08eaec4e8
HOLLAND PAK TANI,01.01.2015.169,CV. SAPROTAN UTAMA,NPK Padat (SNI),Butiran,Merah Muda,An-organik - Pendaftaran Baru (2018),2020,2025,32a5fc08-615e-4849-9010-dfc08eaec4e8
MAGNESIUM SULFATE PAK TANI,01.03.2020.112,CV. SAPROTAN UTAMA,Kiserit,Tepung,Putih,An-organik - Pendaftaran Baru (2018),2020,2025,32a5fc08-615e-4849-9010-dfc08eaec4e8
MENTARI,01.08.2020.082,PT. Permata Agro Persada,Amonium Sulfat (ZA) (SNI) ,Kristal,Putih,An-organik - Pendaftaran Baru (2018),2020,2025,d6995698-8fd6-4d4e-81b6-f09a2d303f26
JUHAR,01.03.2020.085,CV. Ruthani Mandiri,PK,Padat Tepung,Kuning Kecoklatan,An-organik - Pendaftaran Baru (2018),2020,2025,6e505fec-8df6-405d-84f7-aa7d6cf4c633
BLACK HORSE,01.01.2020.083,PT TOYA INDO MANUNGGAL,Diammonium Phosphate,Butiran,ABU-ABU/HITAM KECOKLATAN,An-organik - Pendaftaran Baru (2018),2020,2025,5358b90b-153f-485d-8c08-10071338d0fe
STOUT,01.02.2020.086,PT. RIZKY FAJAR AGRO,NPK Cair,Cair,Merah,An-organik - Pendaftaran Baru (2018),2020,2025,e48de99d-005d-43b8-89e6-2d174382adf4
CAP DAUN,01.01.2020.101,PT. AGRO TRADISI,NK  17 - 28,Butiran,Orange,An-organik - Pendaftaran Baru (2018),2020,2025,0c0eb372-bad4-47dc-b7e1-4fb2e186274c
CAP DAUN,01.01.2020.101,PT. AGRO TRADISI,NK  17 - 28,Butiran,Orange,An-organik - Pendaftaran Baru (2018),2020,2025,0c0eb372-bad4-47dc-b7e1-4fb2e186274c
PRIMASIL,01.02.2020.105,PT PRIMASID ANDALAN UTAMA,NPK Cair,Cair,Hijau,An-organik - Pendaftaran Baru (2018),2020,2025,b47320701e7a92974ef86577f01842d57272
PRIMASIL,01.02.2020.105,PT PRIMASID ANDALAN UTAMA,NPK Cair,Cair,Hijau,An-organik - Pendaftaran Baru (2018),2020,2025,b47320701e7a92974ef86577f01842d57272
BUAMAX,01.01.2020.099,PT. HANAMPI SEJAHTERA KAHURIPAN,NPK Padat (SNI),Butiran,"Abu-abu, Merah, Coklat, Biru",An-organik - Pendaftaran Baru (2018),2020,2025,ab602e40-08fa-483a-a5f6-66810d0530e3
BUAMAX,01.01.2020.099,PT. HANAMPI SEJAHTERA KAHURIPAN,NPK Padat (SNI),Butiran,"Abu-abu, Merah, Coklat, Biru",An-organik - Pendaftaran Baru (2018),2020,2025,ab602e40-08fa-483a-a5f6-66810d0530e3
SAPI LIAR,01.01.2020.096,PT. Centra Agro Pratama,NPK Padat (SNI),Butiran,MERAH,An-organik - Pendaftaran Baru (2018),2020,2025,27cfeb4c6002d05cdab676e5d69c7aaa2410
maxgrow,01.05.2020.120,PT. Parama Agroindustri Danapati,Potassium Nitrat,Prill,Putih,An-organik - Pendaftaran Baru (2018),2020,2025,8e2f672b-5bfd-462c-be7b-b188c1930e15
maxgrow,01.05.2020.120,PT. Parama Agroindustri Danapati,Potassium Nitrat,Prill,Putih,An-organik - Pendaftaran Baru (2018),2020,2025,8e2f672b-5bfd-462c-be7b-b188c1930e15
LAO YING,01.08.2020.113,PT. MEST INDONESIY,Amonium Sulfat (ZA) (SNI) ,Kristal,Putih Kekuningan,An-organik - Pendaftaran Baru (2018),2020,2025,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
GL Nutrition,01.03.2020.133,CV. Duta Surya Alam,Makro Mikro Campuran,Tepung,Putih ,An-organik - Pendaftaran Baru (2018),2020,2025,289cc95f-1e25-4b05-bc88-4b4ccc97d1df
GL Nutrition,01.03.2020.133,CV. Duta Surya Alam,Makro Mikro Campuran,Tepung,Putih ,An-organik - Pendaftaran Baru (2018),2020,2025,289cc95f-1e25-4b05-bc88-4b4ccc97d1df
LAO YING,01.01.2020.136,PT. MEST INDONESIY,NPK Padat (SNI),Butiran,"Kebiru-biruan, Pink",An-organik - Pendaftaran Baru (2018),2020,2025,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
LAO YING,01.01.2020.116,PT. MEST INDONESIY,Kalium Klorida (KCL) (SNI),Butiran,"Putih Keabuan, Merah",An-organik - Pendaftaran Baru (2018),2020,2025,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
LAO YING,01.03.2020.116,PT. MEST INDONESIY,Kalium Klorida (KCL) (SNI),Butiran,"Putih Keabuan, Merah",An-organik - Pendaftaran Baru (2018),2020,2025,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
LAO YING,01.01.2020.115,PT. MEST INDONESIY,Triple Super Fosfat (TSP) (SNI),Padat Butiran,"Putih Keabuan, Hitam",An-organik - Pendaftaran Baru (2018),2020,2025,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
LAO YING,01.03.2020.150,PT. MEST INDONESIY,Magnesium Sulphate,Padat Tepung,Putih Keabu-abuan,An-organik - Pendaftaran Baru (2018),2020,2025,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
LAO YING,01.03.2020.145,PT. MEST INDONESIY,Fosfat Alam untuk Pertanian (SNI),Padat Tepung,Putih Keabuan,An-organik - Pendaftaran Baru (2018),2020,2025,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
BIANGLALA,01.01.2020.114,PT Bumi Indo Raharja,NPK Padat (SNI),Butiran,"Campuran putih, merah, hitam, coklat (blending)",An-organik - Pendaftaran Baru (2018),2020,2025,931cce2c-95d5-4fc9-b377-4f8d27df795f
BIANGLALA,01.01.2020.117,PT Bumi Indo Raharja,NPK Padat (SNI),Butiran,"Campuran putih, merah, hitam, coklat (blending)",An-organik - Pendaftaran Baru (2018),2020,2025,931cce2c-95d5-4fc9-b377-4f8d27df795f
BIANGLALA,01.01.2020.117,PT Bumi Indo Raharja,NPK Padat (SNI),Butiran,"Campuran putih, merah, hitam, coklat (blending)",An-organik - Pendaftaran Baru (2018),2020,2025,931cce2c-95d5-4fc9-b377-4f8d27df795f
BIANGLALA,01.01.2020.118,PT Bumi Indo Raharja,NPK Padat (SNI),Butiran,"Campuran putih, merah, hitam, coklat (blending)",An-organik - Pendaftaran Baru (2018),2020,2025,931cce2c-95d5-4fc9-b377-4f8d27df795f
BIANGLALA,01.01.2020.118,PT Bumi Indo Raharja,NPK Padat (SNI),Butiran,"Campuran putih, merah, hitam, coklat (blending)",An-organik - Pendaftaran Baru (2018),2020,2025,931cce2c-95d5-4fc9-b377-4f8d27df795f
AKP,01.01.2020.119,PT. ASIA KIMINDO PRIMA,Ammonium chlorida,Butiran,Putih,An-organik - Pendaftaran Baru (2018),2020,2025,8215e259-e648-4363-a6e2-d376c19cf345
Ge Lite,01.01.2020.135,PT ARIGOLD YOOHA CORP,"Hara Makro Sekunder MgO, CaO",Butiran,Coklat dan Abu-abu,An-organik - Pendaftaran Baru (2018),2020,2025,670a54ab-985b-4473-a062-114e72312ed6
Ge Lite,01.01.2020.135,PT ARIGOLD YOOHA CORP,"Hara Makro Sekunder MgO, CaO",Butiran,Coklat dan Abu-abu,An-organik - Pendaftaran Baru (2018),2020,2025,670a54ab-985b-4473-a062-114e72312ed6
NuTree-Up,01.02.2020.122,PT. Alam Lestari Maju Indonesia,,Cair,Biru Muda,An-organik - Pendaftaran Baru (2018),2020,2025,78d3425127b884db94af363e9881326a1580
RexGrow,01.02.2020.123,PT. Nusa Mandiri Utama,NPK cair + Zn-B,Cair,bening,An-organik - Pendaftaran Baru (2018),2020,2025,6b1a7999-7515-4097-89f6-27a8069e8d46
RexGrow,01.02.2020.123,PT. Nusa Mandiri Utama,NPK cair + Zn-B,Cair,bening,An-organik - Pendaftaran Baru (2018),2020,2025,6b1a7999-7515-4097-89f6-27a8069e8d46
4R-CINAL,01.03.2020.131,CV. Nusa Nur Agro,NPK Padat (SNI),Tepung,Merah Muda,An-organik - Pendaftaran Baru (2018),2020,2025,d62bc1906cf27adf879f2983115b782c2679
4R-CINAL,01.03.2020.131,CV. Nusa Nur Agro,NPK Padat (SNI),Tepung,Merah Muda,An-organik - Pendaftaran Baru (2018),2020,2025,d62bc1906cf27adf879f2983115b782c2679
maxgrow,01.08.2020.130,PT. Parama Agroindustri Danapati,Mono Potassium Phosphate,Kristal,Putih,An-organik - Pendaftaran Baru (2018),2020,2025,8e2f672b-5bfd-462c-be7b-b188c1930e15
maxgrow,01.08.2020.130,PT. Parama Agroindustri Danapati,Mono Potassium Phosphate,Kristal,Putih,An-organik - Pendaftaran Baru (2018),2020,2025,8e2f672b-5bfd-462c-be7b-b188c1930e15
maxgrow,01.01.2020.129,PT. Parama Agroindustri Danapati,Potassium Nitrat,Butiran,Merah,An-organik - Pendaftaran Baru (2018),2020,2025,8e2f672b-5bfd-462c-be7b-b188c1930e15
maxgrow,01.01.2020.129,PT. Parama Agroindustri Danapati,Potassium Nitrat,Butiran,Merah,An-organik - Pendaftaran Baru (2018),2020,2025,8e2f672b-5bfd-462c-be7b-b188c1930e15
AKASIA,01.03.2020.127,PT.Antariksa Nusantara Indonesia Group,NK,Tepung,"Merah, Coklat Natural, Putih.",An-organik - Pendaftaran Baru (2018),2020,2025,9d630f68-47d6-427a-8b5a-b10ec7054bc6
AKASIA,01.03.2020.127,PT.Antariksa Nusantara Indonesia Group,NK,Tepung,"Merah, Coklat Natural, Putih.",An-organik - Pendaftaran Baru (2018),2020,2025,9d630f68-47d6-427a-8b5a-b10ec7054bc6
BUAMAX,01.01.2020.128,PT. HANAMPI SEJAHTERA KAHURIPAN,NPK Padat (SNI),Butiran,"Abu-Abu, Coklat, Hijau, Hitam, Biru, Putih",An-organik - Pendaftaran Baru (2018),2020,2025,ab602e40-08fa-483a-a5f6-66810d0530e3
AKP,01.01.2020.126,PT. ASIA KIMINDO PRIMA,Kalium Klorida (KCL) (SNI),Butiran,Putih dan Merah,An-organik - Pendaftaran Baru (2018),2020,2025,8215e259-e648-4363-a6e2-d376c19cf345
AKP,01.01.2020.126,PT. ASIA KIMINDO PRIMA,Kalium Klorida (KCL) (SNI),Butiran,Putih dan Merah,An-organik - Pendaftaran Baru (2018),2020,2025,8215e259-e648-4363-a6e2-d376c19cf345
BIANGLALA,01.01.2020.138,PT Bumi Indo Raharja,NPK Padat (SNI),Butiran,"Campuran putih, merah, hitam, coklat (blending)",An-organik - Pendaftaran Baru (2018),2020,2025,931cce2c-95d5-4fc9-b377-4f8d27df795f
COMPACTION DGW,01.01.2020.134,PT. Hextar Fertilizer Indonesia,Potassium Nitrat,Butiran,Coklat kemerahan,An-organik - Pendaftaran Baru (2018),2020,2025,c8a04f82-4325-438e-b9a9-fbd339f00068
COMPACTION DGW,01.01.2020.134,PT. Hextar Fertilizer Indonesia,Potassium Nitrat,Butiran,Coklat kemerahan,An-organik - Pendaftaran Baru (2018),2020,2025,c8a04f82-4325-438e-b9a9-fbd339f00068
POHON SERAI,01.03.2020.140,UD. Makmur Jaya,Hara Makro Sekunder MgO (Magnesium),Tepung,Abu-abu,An-organik - Pendaftaran Baru (2018),2020,2025,65ac4d7ac5228ad185570fe2d39424639408
BIANGLALA,01.01.2020.139,PT Bumi Indo Raharja,NPK Padat (SNI),Butiran,"Campuran putih, merah, hitam, coklat (blending)",An-organik - Pendaftaran Baru (2018),2020,2025,931cce2c-95d5-4fc9-b377-4f8d27df795f
Pamafert,01.04.2020.141,PT SRI REJEKI FERTILIZER,NPK Padat (SNI),Tablet,Merah Muda,An-organik - Pendaftaran Baru (2018),2020,2025,27cfeb4c6002d05cdab676e5d69c7aaa8820
LOONGZOU,01.03.2020.147,PT. Sasco Indonesia,Fosfat Alam untuk Pertanian (SNI),Tepung,Coklat,An-organik - Pendaftaran Baru (2018),2020,2025,5f3559b5-945e-4d3a-9fe9-b4a089c200fa
CIPMAPE,01.01.2020.156,PT. Cipta Makmur Pertiwi,Fosfat Alam untuk Pertanian (SNI),Butiran,"Abu-abu, Merah",An-organik - Pendaftaran Baru (2018),2020,2025,3f95834b-f146-496b-b46a-f6bf85ce6e69
CIPMAPE,01.01.2020.156,PT. Cipta Makmur Pertiwi,Fosfat Alam untuk Pertanian (SNI),Butiran,"Abu-abu, Merah",An-organik - Pendaftaran Baru (2018),2020,2025,3f95834b-f146-496b-b46a-f6bf85ce6e69
PAK TANI,01.01.2020.153,CV. SAPROTAN UTAMA,NPK Padat (SNI),Butiran,Coklat,An-organik - Pendaftaran Baru (2018),2020,2025,32a5fc08-615e-4849-9010-dfc08eaec4e8
