nomor_pendaftaran,merek,status_izin,berlaku_sampai,kedaluwarsa,putusan,menyeluruh,lingkup,zat_terlarang,lewat,bahan_tak_terpetakan,tanda_registri
"0420231124","CHLOROTHALONIL 98 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231125","Chlorpyrifos 97% TC.","active","2028-04-26","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"0420231126","Cypermethrin 94% TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231127","DICAMBA 98 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231128","Difenoconazole 96% TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231129","EMAMECTIN BENZOATE 96 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231130","Glyphosate 95% TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231131","Glyphosate 95% Teknis","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231132","Glyphosate IPA 62 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231133","Hexaconazole 95 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231134","IMIDAKLOPRID 97 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231135","IMIPROTHRIN 50 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231136","LAMDA SIHALOTRIN 95 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231137","NATRIUM BISPIRIBAK 96 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231138","NIKOSULFURON 95 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231139","PIROKSASULFON 98 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231140","Propiconazole 95% TC.","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231141","PROPINEB 83 TK","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231142","PROTIOKONAZOL 97 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231143","SIHALOFOP BUTIL 97 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231145","TEMBOTRION 95 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231146","TRIAZOPHOS 85 TC","active","2028-04-26","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Triazofos","komposisi","",""
"0420231147","TIAMETOKSAM 98 TC","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231148","ACTICIDE AGT2","active","2028-04-26","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","SILVER CHLORIDE",""
"0420231149","ACTICIDE MV14","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231150","ACTICIDE SR3306","active","2028-04-26","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","Pyrithione Zinc; 2 - Octyl - 2H-isothiazol - 3 - one",""
"0420231151","ACTICIDE EPW2","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","2 - Octyl - 2H- isothiazol - 3 -one",""
"0420231152","ACTICIDE MKS2","active","2028-04-26","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","3-(3,4-dichlorophenyl )-1 1- dimethylurea; 2- Octyl-2H -Isothiazol -3 one",""
"0420231153","ACTICIDE MKW4","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","2 - Octyl - 2H- isothiazol - 3 -one; 3-iodo -2- Propynyl-butylcarbamate",""
"0420231154","ACTICIDE MKX","active","2028-04-26","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","3-(3,4-dichlorophenyl )-1 1- dimethylurea; 2 - Octyl- 2H- isothiazol - 3 - one; PYRITHIONE ZINC",""
"0420231155","Acticide B20","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231156","Acticide HF","active","2028-04-26","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","5-chloro-2-methyl-4-isothiazolin-3-one (and) 2-methyl-2H-isothiazol-3-one",""
"0420231157","INNOMAN ® 14","active","2028-04-26","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","5-chloro-2-methyl-4-iso-thiazolin-3-one and 2-methyl-2H-isothiazol-3-one (3:1)",""
"0420231158","INNOMAN ® BT 20","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231159","Innoman ® CMV","active","2028-04-26","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","5-chloro-2-methyl-4-iso-thiazolin-3-one and 2-methyl-2H-isothiazol-3-one (3:1)",""
"0420231160","INNOMAN ® CLA","active","2028-04-26","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","2-chloroacetamide",""
"0420231161","INNOMAN ® CMF","active","2028-04-26","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","2-methylisothiazol-3(2H)-one; 1,2-benzisothiazol-3(2H)-one",""
"0420231162","INNOMAN ® MB","active","2028-04-26","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","2-methylisothiazol-3(2H)-one; 1,2-benzisothiazol-3(2H)-one",""
"0420231163","INNOMAN ® MBM","active","2028-04-26","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","N,N'-methylenebismorpholine",""
"0420231164","Innosei ® DMP","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","1-[1,3-bis(hydroxymethyl)-2,5-dioxoimidazolidin-4-yl]-1,3-bis(hydroxymethyl) urea; 1,2-Propylene Glycol",""
"0420231165","INNOMAN ® HQ","active","2028-04-26","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","5-chloro-2-methyl-4-iso-thiazolin-3-one and 2-methyl-2H-isothiazol-3-one (3:1)",""
"0420231166","PREVENTOL BIT 20 N","active","2028-04-26","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","1,2-benzisothiazol-3(2H)-one / BIT",""
"0420231167","PROXEL BD20","active","2028-04-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231168","ABAMECTIN 95 % TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231169","ABAMECTIN 95 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231170","AMETRYN 95 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231171","ATRAZINE 95 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231172","AZOKSISTROBIN 98 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231173","CHLOROTHALONIL 96 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231174","CHLORPYRIFOS 97 TC","active","2028-08-28","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"0420231175","CHLORPYRIFOS 97 TC","active","2028-08-28","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"0420231176","CHLORPYRIFOS 97 TC","active","2028-08-28","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"0420231177","CHLORPYRIFOS 97 TC","active","2028-08-28","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","rumah tangga; tanaman padi","Klorpirifos","komposisi","",""
"0420231178","CYPERMETHRIN 92 % TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231179","EMAMECTIN BENZOATE 70 % TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231180","FENVALERAT 94 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231181","Flusilazole 95 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231182","Fentin Acetate 95 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231183","GLYPHOSATE 95 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231184","GLYPHOSATE 95 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231185","GLYPHOSATE 95 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231187","IMIDACLOPRID 97 % TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231188","KUINKLORAK 96 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231189","KUMATETRALIL 0,75 TP","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231190","MANCOZEB 85 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231191","MESOTRIONE 97 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231192","NIKOSULFURON 95 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231193","OKSADIAZON 94 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231194","PARAQUAT DICHLORIDE 42 TC","active","2028-08-28","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"0420231195","PARAQUAT DICHLORIDE 42 TC","active","2028-08-28","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"0420231196","PARAQUAT DICHLORIDE 42 TC","active","2028-08-28","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"0420231197","PARAQUAT DICHLORIDE 42 TC","active","2028-08-28","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"0420231198","PARAQUAT DICHLORIDE 42 TC","active","2028-08-28","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"0420231199","PENOKSULAM 98 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231200","P-GLUFOSINAT 90 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231201","PIRAKLOSTROBIN 98 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231202","PROTIOKONAZOL 97 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231203","QUIZALOFOP-P-ETIL 98 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231205","TRICLOPYR BUTOXY ETHYL ESTER 95 TC","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231206","BIOX P199","active","2028-08-28","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","5-Chloro-2-Methyl-4-Isothiazolin-3-One / CMIT and 2-Methyl-2H-Isothiazol-3-One / MIT (3:1); 1,2-benzisothiazol-3(2H)-one / BIT",""
"0420231207","INTACE B-350","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"0420231208","PREVENTOL D 6","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","5-Chloro-2-Methyl-4-Isothiazolin-3-One / CMIT and 2-Methyl-2H-Isothiazol-3-One / MIT (3:1)",""
"0420231209","PREVENTOL HS 75-CT 300","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"0420231210","PREVENTOL WB","active","2028-08-28","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","2-phenylphenol / OPP; Chlorocresol / CMK",""
"0420231211","PREVENTOL WB PLUS-L","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","pyridine-2-thiol 1-oxide, sodium salt; 2-phenylphenol",""
"0420231212","Sanitized® CDO","active","2028-08-28","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"0420231213","2,4-D 98 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231214","2,4-D 98 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231215","2,4-D 98 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231216","2,4-D 98 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231217","2,4-D 98 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231218","2,4-D Sodium Salt 95 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231219","AMETRIN 95 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231220","AZOXYSTROBIN 98 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231221","BARUCHEM 42% TC","active","2029-03-04","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"0420231222","CHLOROTHALONIL 96 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231223","CINFLUBROLIN 98 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231224","CYPERMETHRIN 92 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231225","EMAMECTIN 70 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231226","FLUCHLORAMINOPYR-TEFURYL 98 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231227","FLUFENOXIMACIL 95 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231228","FLUSULFINAM 95 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231229","GLUFOSINATE-AMMONIUM 95 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231230","Glufosinate-ammonium 50 TK","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231231","ISOFLUALAMIDE 95 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231232","Myclobutanil 97 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231233","PARAQUAT DICHLORIDE 42 TC","active","2029-03-04","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"0420231234","PARAKUAT DIKLORIDA 42 TC","active","2029-03-04","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"0420231235","PERMETHRIN 92 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231236","TRANSFLUTHRIN 94 TC","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"0420231237","INNOMAN ® DB","active","2029-03-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
