pemohon,jenis_badan,jumlah_varietas,jumlah_ejaan_digabung,komoditas_utama,komoditas_semua,tahun_pertama,tahun_terakhir,jenis_perizinan_terbanyak
Balittas  dan BATAN,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2008,2008,Pelepasan Varietas Tanaman
"PT Bakti Tani Nusantara, Kepulauan Riau ",PT,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2008,2008,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Kulonprogo Prov. DIY,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2008,2008,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Flores Timur, Prov. NTT, & Balittri Sukabumi",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2008,2008,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Ende, Prov. NTT, & Balittri Sukabumi  ",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2008,2008,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Pamekasan,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2008,2008,Pelepasan Varietas Tanaman
BPSBTPH Gorontalo,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2008,2008,Pelepasan Varietas Tanaman
"CV Hortitek, Pangalengan",CV,1,1,Tanaman Sayuran,Tanaman Sayuran,2008,2008,Pelepasan Varietas Tanaman
Pemerintah Kota Solok,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2007,2007,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Sikka,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2007,2007,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Ogan Komering Ilir,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2007,2007,Pendaftaran Varietas Tanaman
UGM,Perguruan tinggi,1,1,Tanaman Pangan,Tanaman Pangan,2007,2007,Pelepasan Varietas Tanaman
Diperta dan Ketahanan Pangan Kota Solok bekerjasama dengan UPTD BPSB serta BPTP Provinsi Sumatera Barat,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2007,2007,Pelepasan Varietas Tanaman
BB Padi bekerjasama dengan Diperta Provinsi Jateng,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2007,2007,Pelepasan Varietas Tanaman
"BB Padi, Dinas Pertanian Provinsi Jateng",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2007,2007,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Ogan Komering Ulu Timur,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2007,2007,Pendaftaran Varietas Tanaman
"Pemerintah Kabupaten Sikka, NTT bekerjasama dengan Balai Penelitian Kelapa",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2007,2007,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Pakpak Bharat,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2007,2007,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Pasaman,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2007,2007,Pelepasan Varietas Tanaman
"Dinas Ketahanan Pangan, Pertanian dan Perikanan Kota Depok",Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2007,2007,Pelepasan Varietas Tanaman
DInas Pertanian Kota Banjar,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2007,2007,Pelepasan Varietas Tanaman
Dinas Pertanian dan Ketahanan Pangan Kabupaten Jombang ,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2007,2007,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Kuningan,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2007,2007,Pelepasan Varietas Tanaman
Dinas Pertanian dan Peternakan Kota Bima,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2007,2007,Pelepasan Varietas Tanaman
Diperta TPH Kalimantan Timur,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2007,2007,Pelepasan Varietas Tanaman
Dinas Pertanian dan Ketahanan Pangan Provinsi Bali,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2007,2007,Pelepasan Varietas Tanaman
Pemerintah Kota Blitar,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2006,2006,Pendaftaran Varietas Tanaman
"Balitkabi &CIP-ESEAP, BPTP Papua",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2006,2006,Pelepasan Varietas Tanaman
Diperta Kab. Garut dan Diper TPH Garut,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2006,2006,Pelepasan Varietas Tanaman
"Bernas Seed, BPSTPH Jawa Timur",perorangan/lainnya,1,1,Tanaman Sayuran,Tanaman Sayuran,2007,2007,Pelepasan Varietas Tanaman
PT Mulia Bintang Utama,PT,1,1,Tanaman Sayuran,Tanaman Sayuran,2006,2006,Pelepasan Varietas Tanaman
CV Kembangna Siki,CV,1,1,Tanaman Sayuran,Tanaman Sayuran,2006,2006,Pelepasan Varietas Tanaman
Dinas perkebunan provinsi Sumatera Utara ,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2005,2005,Pelepasan Varietas Tanaman
"Siwi sumartini, Hasnam, F.T Kadarwati, Emy Sulistyono.",perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2005,2005,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten, DipertaCianjur, UPTD, BPSB ",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2004,2004,Pelepasan Varietas Tanaman
"Balitpa, Pemerintah Sultra",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2004,2004,Pelepasan Varietas Tanaman
PT Monsanto Kimia,PT,1,1,Tanaman Pangan,Tanaman Pangan,2004,2004,Pelepasan Varietas Tanaman
PT Redi Mulya Abadi,PT,1,1,Tanaman Pangan,Tanaman Pangan,2004,2004,Pelepasan Varietas Tanaman
"PT TOYOTA  BIO INDONESIA, Lampung",PT,1,1,Tanaman Pangan,Tanaman Pangan,2003,2003,Pelepasan Varietas Tanaman
"Balitpa, BPTP Jateng, Jatim, Sulsel",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2003,2003,Pelepasan Varietas Tanaman
"Balitpa, BPTP Lampung",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2003,2003,Pelepasan Varietas Tanaman
"Balitpa, BPTP,",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2003,2003,Pelepasan Varietas Tanaman
Balitpa dan BPTP,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2003,2003,Pelepasan Varietas Tanaman
Universitas Lampung,Perguruan tinggi,1,1,Tanaman Pangan,Tanaman Pangan,2001,2001,Pelepasan Varietas Tanaman
PT Andalas,PT,1,1,Tanaman Pangan,Tanaman Pangan,1999,1999,Pelepasan Varietas Tanaman
"Hermono Budisantoso, Gunawan Sukarso, Soejoto Sastrowijoyo, Mirzawan P.D.N, Eka Sugiyarna,  Soeprajitno Lamadji, Soeprijanto, dan Soedjono Darmodjo. ",perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,1992,1992,Pelepasan Varietas Tanaman
"Soeprijanto, Gunawan Sukarso, Soejoto Sastrowijoyo, Mirzawan P.D.N, Eka Sugiyarna, Soeprajitno Lamadji,  Hermono Budisantoso, dan Soedjono Darmodjo. ",perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,1992,1992,Pelepasan Varietas Tanaman
"Gunawan Sukarso, Soejoto Sastrowijoyo, Soeprijanto, Mirzawan P.D.N, Eka Sugiyarna, Soeprajitno Lamadji,  Hermono Budisantoso, dan Soedjono Darmodjo. ",perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,1992,1992,Pelepasan Varietas Tanaman
"Eka Sugiyarna, Gunawan Sukarso, Soejoto Sastrowijoyo, Mirzawan P.D.N, Soeprajitno Lamadji, Hermono Budisantoso, Soedjono Darmodjo, dan Soeprijanto. ",perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,1992,1992,Pelepasan Varietas Tanaman
"Soedjono Darmodjo, Gunawan Sukarso, Soejoto Sastrowijoyo, Mirzawan P.D.N, Soeprajitno Lamadji, Eka Sugiyarna, Hermono Budisantoso, dan Soeprijanto. ",perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,1992,1992,Pelepasan Varietas Tanaman
"Mirzawan P.D.N, Gunawan Sukarso, Soejoto Sastrowijoyo, Soeprajitno Lamadji, Eka Sugiyarna, Hermono Budisantoso, dan Soedjono Darmodjo. ",perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,1992,1992,Pelepasan Varietas Tanaman
"Soejoto Sastrowijoyo, Soedjono Darmodjo, Gunawan Sukarso, Eka Sugiyarna, Mirzawan P.D.N,  Soeprajitno Lamadji.",perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,1991,1991,Pelepasan Varietas Tanaman
"Eka Sugiyarna, Soedjono Darmodjo, Soejoto Sastrowijoyo, Gunawan Sukarso, Mirzawan P.D.N,  Soeprajitno Lamadji.",perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,1991,1991,Pelepasan Varietas Tanaman
"Soejoto Sastrowijoyo, Soedjono Darmodjo,  Mirzawan P.D.N, Soeprajitno Lamadji dan Eka Sugiyarna. ",perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,1991,1991,Pelepasan Varietas Tanaman
"Eka Sugiyarna, Soedjono Darmodjo, Soejoto Sastrowijoyo, Mirzawan P.D.N,  Gunawan Sukarso, Soeprajitno Lamadji. ",perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,1991,1991,Pelepasan Varietas Tanaman
"Soejoto Sastrowijoyo, Gunawan Sukarso, Mirzawan P.D.N",perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,1988,1988,Pelepasan Varietas Tanaman
Pemerintah Pulau Bali ,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,1984,1984,Pelepasan Varietas Tanaman
"Dr. Ir. Ali Zum Mashar, MSi.",perorangan/lainnya,1,1,Tanaman Pangan,Tanaman Pangan,2026,2026,Pendaftaran Varietas Hasil Pemuliaan
PT Mitra Kerinci,PT,1,1,Perkebunan,Perkebunan,2026,2026,Pendaftaran Varietas Hasil Pemuliaan
